Geneid	RpS12_C_RNA	RpS12_B_RNA	RpS12_A_RNA	Xrp1_C_RNA	Xrp1_B_RNA	Xrp1_A_RNA
FBGN0033740	2642	2603	2694	2469	2890	2622
FBGN0050192	9	0	5	8	0	2
FBGN0010651	3497	3933	3310	2439	2731	2976
FBGN0061197	22	34	32	16	12	19
FBGN0033174	583	596	806	483	500	498
FBGN0005638	64	24	38	51	45	33
FBGN0015037	39	8	20	48	22	35
FBGN0033320	33	39	114	25	32	31
FBGN0026385	4	51	36	4	13	14
FBGN0035022	90	106	58	32	33	51
FBGN0033906	5773	6172	6702	5787	6783	6472
FBGN0034704	2383	2724	2281	2288	2614	2362
FBGN0034914	23639	26445	24349	19501	22525	21882
FBGN0033179	7533	8245	7769	6964	7438	8502
FBGN0050047	89	184	137	88	136	148
FBGN0034900	19	0	0	12	0	8
FBGN0265935	9123	9712	8730	7537	7914	8453
FBGN0267791	17322	18121	17023	14049	15359	14799
FBGN0260499	1	3	0	27	15	8
FBGN0034893	654	509	456	586	681	760
FBGN0033191	2670	3308	3244	2096	2606	2856
FBGN0243516	5080	5945	5339	4761	4904	5100
FBGN0050001	865	889	718	604	833	815
FBGN0264329	4	0	0	4	0	2
FBGN0050008	5	7	17	22	18	33
FBGN0050286	2	18	10	5	21	0
FBGN0003975	15825	17190	15577	14119	14854	16015
FBGN0033139	23	48	192	22	14	15
FBGN0033205	331	201	485	200	294	289
FBGN0050269	44	84	169	93	28	53
FBGN0050421	5315	5703	5427	4269	5055	4361
FBGN0033919	7165	6165	7536	10118	9002	10809
FBGN0033375	804	1000	1170	662	872	800
FBGN0033862	37	4	72	50	58	24
FBGN0033605	545	581	693	387	572	400
FBGN0034382	7	16	9	10	1	11
FBGN0259183	30	1	16	49	6	11
FBGN0033728	1	6	3	0	23	23
FBGN0259226	92	322	135	495	400	515
FBGN0034964	14227	15128	14237	10252	11961	12078
FBGN0034323	7	0	13	35	45	24
FBGN0033866	1829	1269	1329	1840	1409	1936
FBGN0050277	31	29	25	26	41	26
FBGN0033636	93564	105509	97441	81370	89724	86269
FBGN0028411	1851	1572	1819	1417	1910	1900
FBGN0033283	608	777	610	667	651	498
FBGN0034882	1	0	44	36	2	8
FBGN0050101	165	174	105	61	53	18
FBGN0033893	199	257	224	245	301	140
FBGN0033989	1361	1596	1232	1306	1306	1436
FBGN0033569	3418	3993	3479	2907	3145	3461
FBGN0050344	768	1020	1300	619	748	764
FBGN0033349	8432	9505	9267	7293	8068	9645
FBGN0033088	720	583	766	586	708	558
FBGN0003401	1043	1218	1128	1056	1137	1369
FBGN0015801	1530	2810	1802	866	981	1124
FBGN0033842	1352	1715	1488	1158	1302	1374
FBGN0034511	5	1	11	0	12	12
FBGN0033155	7413	8294	8021	7273	7429	8396
FBGN0034821	12	0	5	21	5	0
FBGN0034418	7138	6993	7548	5059	5308	5840
FBGN0033783	3795	3883	3590	3182	3277	3410
FBGN0040849	56	29	10	68	34	22
FBGN0033238	0	0	6	5	14	2
FBGN0035087	1859	2015	1970	1778	2031	2022
FBGN0001263	53	32	79	77	57	46
FBGN0033673	1091	1198	1200	907	1330	1170
FBGN0034253	11200	13515	12460	6122	7893	7422
FBGN0267978	23444	25915	22188	18527	21778	21123
FBGN0042135	3072	3214	3182	3136	3207	3025
FBGN0033932	33	23	66	57	38	20
FBGN0034308	7420	9494	8943	6407	7205	7866
FBGN0001147	42	60	53	38	55	66
FBGN0016970	389	440	546	352	522	430
FBGN0034645	1420	1861	1801	1458	1799	1660
FBGN0033115	231	237	163	425	629	623
FBGN0263197	24633	26684	25848	21731	23681	23613
FBGN0034109	1892	1842	1458	1651	1803	1936
FBGN0050156	639	801	669	575	607	539
FBGN0261119	7993	7554	7235	7737	7975	8427
FBGN0033699	86913	91539	89223	77118	84424	90364
FBGN0033556	1325	1649	1328	1462	1906	1798
FBGN0035031	97	165	123	57	140	84
FBGN0043532	20	28	6	17	20	17
FBGN0260222	857	755	613	838	671	813
FBGN0022764	83592	90593	88161	73377	77201	77911
FBGN0033069	5	35	3	9	9	33
FBGN0041712	277	233	358	243	268	189
FBGN0033141	21	11	8	2	7	19
FBGN0034247	6	3	36	11	10	0
FBGN0034671	4	0	2	4	7	8
FBGN0066084	33649	34267	35992	33551	49590	31377
FBGN0261363	103	123	140	120	150	125
FBGN0085414	12	24	39	54	27	31
FBGN0033112	31	0	40	6	1	12
FBGN0033607	3909	3758	3563	3223	3376	3259
FBGN0050411	17	0	0	15	7	6
FBGN0025709	50	40	116	163	75	55
FBGN0034451	3146	2330	3115	1889	2120	2151
FBGN0050025	3836	31276	274341	356	164	586
FBGN0034067	4689	5125	4892	4342	4833	5442
FBGN0003520	13757	14856	13664	13216	14447	15358
FBGN0015584	2	6	4	15	2	0
FBGN0034166	18	31	23	18	16	23
FBGN0034782	22	13	153	26	21	0
FBGN0026384	21	36	14	8	19	28
FBGN0034910	0	11	19	20	11	9
FBGN0015602	6051	6704	6543	5002	6687	6218
FBGN0033294	23	33	405	28	6	47
FBGN0287831	65	45	390	22	15	5
FBGN0033888	26	6	26	55	10	29
FBGN0034691	5030	5627	5652	4648	4814	4700
FBGN0033544	1628	1785	2295	1804	1639	1681
FBGN0029093	7503	8210	10476	6148	7199	7802
FBGN0262512	1267	1352	1336	1173	1687	1495
FBGN0034291	25	1	27	17	30	4
FBGN0033271	40	53	202	9	25	0
FBGN0087011	836	994	1198	924	1112	684
FBGN0050274	4	1	0	14	16	19
FBGN0034485	14	11	22	38	15	21
FBGN0027356	3063	3146	3113	2867	3246	2744
FBGN0001124	6483	8068	7445	5577	7007	7266
FBGN0033184	1415	1509	1868	1604	1673	1904
FBGN0016701	2872	3144	2974	2645	2494	2773
FBGN0263707	0	14	0	0	1	6
FBGN0034127	44	51	10	59	14	20
FBGN0033160	14902	14998	14687	10066	11464	12292
FBGN0033798	14	40	0	6	16	2
FBGN0041241	65	79	69	82	118	45
FBGN0085428	6184	5527	5469	4944	5497	5634
FBGN0266811	0	0	6	5	3	0
FBGN0022097	2442	2593	2906	2439	2825	2917
FBGN0033421	1944	2421	2017	900	1082	1078
FBGN0034906	10	15	11	9	22	3
FBGN0034267	127	118	168	113	57	31
FBGN0035064	958	942	1064	1005	965	1039
FBGN0034086	2230	2454	2587	2607	2800	2398
FBGN0267823	1277	1303	1153	1034	1121	1281
FBGN0260972	2549	2583	2763	2133	2142	2451
FBGN0265003	7718	6806	6911	6203	7610	7144
FBGN0034539	9	6	5	7	14	4
FBGN0033807	3	26	12	7	16	11
FBGN0034049	9162	8952	8948	8304	9469	9483
FBGN0026176	49	0	4	6	37	0
FBGN0033770	8	30	17	3	0	5
FBGN0023180	427	402	587	490	687	607
FBGN0050365	0	38	66	39	11	0
FBGN0034654	12923	14248	12340	11729	13631	15392
FBGN0053680	16	10	33	26	23	8
FBGN0034132	30	51	26	10	8	9
FBGN0050018	19	30	1	15	9	16
FBGN0001222	8955	9867	9349	8246	8397	8101
FBGN0033876	49	33	29	36	24	14
FBGN0033005	8938	8778	8580	5860	8054	6345
FBGN0033659	102	88	221	26	21	7
FBGN0027535	2803	3046	3261	2870	3201	3292
FBGN0262480	9	10	7	20	5	3
FBGN0034052	15	37	20	8	1	6
FBGN0034246	16614	17648	17700	12970	14097	15093
FBGN0266129	78	72	79	104	43	73
FBGN0021825	5768	6400	6363	4785	5408	5258
FBGN0050263	50	68	131	234	112	71
FBGN0039993	5760	6192	7218	3843	4323	3883
FBGN0034415	18	4	22	4	10	15
FBGN0034579	834	1053	833	920	1141	905
FBGN0020307	9197	10505	9631	9593	8789	9617
FBGN0010359	3980	32089	284911	358	189	603
FBGN0034407	1	0	1	0	8	5
FBGN0015038	10	0	43	55	8	0
FBGN0024319	18	24	60	49	4	21
FBGN0085240	2	11	10	0	1	5
FBGN0265272	97	79	48	82	76	80
FBGN0033818	58	25	60	32	19	17
FBGN0034692	32	14	10	19	13	24
FBGN0015371	15301	17955	16861	15222	15125	16896
FBGN0069913	48	44	27	31	13	28
FBGN0033449	1150	1311	1105	1080	1268	1170
FBGN0010590	5321	5110	4737	5085	5873	5696
FBGN0034413	10	6	18	16	10	3
FBGN0034724	2581	2821	2922	2145	2587	2402
FBGN0033063	12	14	8	65	17	23
FBGN0050376	17	20	14	15	6	7
FBGN0050185	1246	1276	1318	1111	1419	1419
FBGN0034022	8874	8086	9122	7125	6876	7904
FBGN0001269	9457	10628	9613	7978	7786	8511
FBGN0263850	54	42	9	41	77	36
FBGN0067905	0	1	0	2	0	0
FBGN0085246	9	13	0	3	3	15
FBGN0262821	7	18	2	18	30	18
FBGN0033226	1196	1408	1576	1301	1194	1329
FBGN0050082	6	14	9	18	2	14
FBGN0033250	23	20	10	31	37	23
FBGN0013762	1119	1202	1040	957	974	1311
FBGN0046999	0	0	2	20	4	0
FBGN0034380	2323	2025	2226	2183	2467	2457
FBGN0034885	20	51	326	48	36	23
FBGN0034200	83	176	1183	86	88	41
FBGN0046294	4	0	12	27	3	6
FBGN0020617	64	18	28	76	52	27
FBGN0058263	2339	2620	3029	1251	1453	1033
FBGN0011704	7259	8038	7099	9462	9839	10789
FBGN0034405	11866	10013	10838	10897	11135	11571
FBGN0034275	28	66	272	14	21	19
FBGN0002552	7036	7299	6867	5860	6289	7099
FBGN0085231	12	2	0	21	7	12
FBGN0023170	13993	11592	13009	10120	14925	11871
FBGN0050281	0	18	28	30	8	9
FBGN0042098	0	26	10	24	22	6
FBGN0033554	74	107	125	47	43	127
FBGN0033775	3	20	54	30	15	4
FBGN0034948	2052	2678	2218	1963	2331	2366
FBGN0033802	7016	9392	8349	7112	7684	7624
FBGN0033748	1357	1437	1197	1502	1243	1418
FBGN0013765	8765	9050	9067	9167	9586	9658
FBGN0034242	3725	3563	3213	3103	3258	2976
FBGN0054033	0	3	17	0	0	0
FBGN0040653	9	10	10	8	7	3
FBGN0034372	4661	5795	5093	3855	4569	4581
FBGN0050259	9	33	7	55	31	11
FBGN0033963	44	28	24	77	68	24
FBGN0053225	12	42	17	24	42	16
FBGN0034828	31	38	87	27	18	45
FBGN0050157	215	303	133	279	212	292
FBGN0033515	12	35	13	21	21	39
FBGN0262838	7	0	8	1	8	12
FBGN0050469	15	10	24	26	29	18
FBGN0033996	1939	1950	1963	1551	1655	1544
FBGN0034183	8	16	1	24	21	18
FBGN0015838	8918	9868	9213	7706	8830	8476
FBGN0034197	25	26	80	25	51	42
FBGN0033703	2	0	1	0	12	9
FBGN0263855	13656	12851	13890	15205	16060	16499
FBGN0033853	2055	2282	2817	2340	2852	2737
FBGN0034137	128	158	111	45	18	24
FBGN0262098	0	0	0	0	10	0
FBGN0021795	9134	10246	9317	5593	6587	7293
FBGN0050503	227	371	463	372	297	297
FBGN0016059	26499	28968	26711	24236	27812	26416
FBGN0086356	8858	8972	9057	8402	8461	9579
FBGN0010356	2477	2758	2410	2023	2276	2576
FBGN0283508	113309	124607	120460	102423	101555	111256
FBGN0033826	39	196	1896	21	37	7
FBGN0033995	1028	1049	977	1070	1315	1224
FBGN0263593	6781	6699	8380	6162	6687	7191
FBGN0034837	99	165	148	79	58	85
FBGN0025373	6245	7573	6723	5197	5371	5363
FBGN0263864	6416	6430	6261	5311	5852	5732
FBGN0034480	8	0	21	13	2	17
FBGN0264541	0	0	3	18	0	1
FBGN0033520	104	127	202	225	119	167
FBGN0033688	56887	61629	61056	53788	58599	57553
FBGN0033631	8250	8827	8732	7970	9150	9760
FBGN0034304	2082	2556	2346	1872	2307	2614
FBGN0034963	1368	1612	1188	1102	1579	1131
FBGN0034585	5197	5728	5038	5067	5440	5815
FBGN0034894	536	551	605	384	419	411
FBGN0033202	55	82	4	0	6	11
FBGN0034919	825	788	663	561	683	568
FBGN0033357	832	699	956	815	1110	840
FBGN0033153	535	614	548	420	448	379
FBGN0033508	9	16	6	4	8	8
FBGN0004839	7641	8228	7723	5138	6065	6153
FBGN0026326	6089	5859	6538	5504	5539	5251
FBGN0026316	3178	3902	3508	3181	3275	3289
FBGN0035025	2606	2627	2465	2086	2384	2317
FBGN0000043	67369	70164	66427	56774	65854	62459
FBGN0265187	702	989	653	219	280	367
FBGN0034001	607	537	487	651	611	513
FBGN0034642	28	19	243	15	18	13
FBGN0003748	5253	4925	5282	3141	2774	3103
FBGN0034136	15	52	13	74	35	19
FBGN0034694	1589	1834	1521	1301	1305	1478
FBGN0033188	6006	6847	6409	5068	5475	7050
FBGN0086895	5716	6596	5556	5118	6103	6005
FBGN0016047	105	49	26	89	52	82
FBGN0033754	834	867	688	635	718	715
FBGN0034057	2002	2451	2233	1732	2025	1849
FBGN0043535	7	0	8	16	0	0
FBGN0034425	1374	1550	1525	1128	1169	1279
FBGN0033280	6	16	0	6	8	3
FBGN0085468	1049	995	1111	1033	1418	945
FBGN0034144	34	63	52	35	18	11
FBGN0034999	278	143	883	114	163	112
FBGN0050043	51	68	53	60	40	51
FBGN0033259	2881	3091	3295	2385	2630	3023
FBGN0050446	47	58	5	68	31	12
FBGN0052834	2	8	18	44	4	16
FBGN0085265	5	12	22	7	0	0
FBGN0027360	2210	2596	2630	2354	2382	2354
FBGN0034432	6304	6905	6628	4896	6007	5581
FBGN0034976	9925	11469	11139	8828	10020	9549
FBGN0034296	24	469	3189	45	96	47
FBGN0013763	613	1041	4570	643	714	668
FBGN0265625	58	10	52	25	20	18
FBGN0050044	15	7	24	23	11	9
FBGN0050046	102	100	197	86	63	16
FBGN0034713	0	55	19	11	2	11
FBGN0011743	24	15	22	43	10	6
FBGN0033774	49	15	50	33	46	16
FBGN0043575	4	60	307	30	4	1
FBGN0034330	6	0	0	2	4	0
FBGN0050288	15	40	259	24	17	17
FBGN0034933	2438	2272	2547	2439	2613	2392
FBGN0050110	22	9	36	13	10	12
FBGN0000562	10651	12068	11718	9108	9771	10387
FBGN0000119	35800	40182	40175	31029	33080	33520
FBGN0034013	6368	6772	6433	5409	5737	6161
FBGN0010385	0	36	8	7	8	23
FBGN0061435	3	0	4	5	1	1
FBGN0053474	25	24	10	66	51	3
FBGN0027073	71	53	130	109	214	147
FBGN0033834	67	55	29	74	61	42
FBGN0033926	22876	27249	43634	10029	11443	13124
FBGN0022288	5831	5695	6558	4937	5431	5478
FBGN0041239	38	6	29	26	26	6
FBGN0262566	20	5	19	12	13	8
FBGN0262115	6121	7458	6789	4770	5371	4913
FBGN0053199	287	310	200	174	282	231
FBGN0014009	2997	3194	3237	2801	2912	2928
FBGN0034301	257	200	142	201	176	180
FBGN0010591	2750	2649	2956	2306	2483	2892
FBGN0034283	22	1	4	20	8	35
FBGN0266488	177	285	284	227	213	150
FBGN0284245	735889	899703	804980	655533	729174	792770
FBGN0034489	0	28	44	72	14	15
FBGN0029134	8965	8601	8628	8381	9366	9819
FBGN0050424	2	32	49	36	16	32
FBGN0000352	9184	10309	10044	7938	8613	9336
FBGN0034923	3303	3087	2968	2932	3090	3561
FBGN0034884	7	22	22	6	26	11
FBGN0034270	378	575	393	432	356	339
FBGN0024836	35173	42339	39455	28828	33310	30811
FBGN0010425	177	1387	13637	19	19	45
FBGN0034399	1602	1852	1467	1414	1483	1582
FBGN0033580	9	9	18	4	36	0
FBGN0010226	15955	16597	17319	20017	21165	22371
FBGN0034328	1	9	4	3	9	36
FBGN0053460	36	24	24	49	17	34
FBGN0053462	4	14	20	13	2	2
FBGN0033731	407	649	657	486	677	572
FBGN0034447	2955	3125	3600	3254	3716	3429
FBGN0003612	14214	15376	15042	13976	14322	15452
FBGN0259707	272	309	186	278	147	252
FBGN0033614	18	0	31	28	3	28
FBGN0033716	2436	2650	2373	1796	1825	2305
FBGN0034255	66	81	82	77	105	54
FBGN0263270	2	8	15	0	23	9
FBGN0033638	7274	8731	8447	7091	7686	7283
FBGN0261588	8420	11147	9202	7790	8914	8781
FBGN0050072	0	7	5	13	7	0
FBGN0033052	7153	8181	7194	7562	7786	8054
FBGN0003074	6909	7151	7890	7721	7997	8688
FBGN0010435	9778	9102	9395	9270	10099	10106
FBGN0026386	4	3	12	16	6	27
FBGN0033339	21505	25198	23219	18399	19066	18155
FBGN0034649	2760	2497	2989	2514	2583	2505
FBGN0262360	0	0	10	2	0	1
FBGN0023167	6748	6660	5745	6109	7597	7052
FBGN0033207	13	0	0	2	1	0
FBGN0033206	2352	2057	1783	1526	1911	2029
FBGN0042085	23491	23967	23254	20538	20880	21007
FBGN0033085	361	294	387	221	264	331
FBGN0033874	9	0	14	50	24	8
FBGN0265605	448	461	637	591	535	652
FBGN0034058	780	1047	853	555	504	762
FBGN0035000	7	21	0	19	37	20
FBGN0050419	0	15	7	44	4	6
FBGN0034083	14639	16373	15118	12365	13171	13718
FBGN0011260	26707	28814	27341	23196	26554	24430
FBGN0040778	385	283	384	252	245	204
FBGN0015034	43	98	6	40	37	36
FBGN0061359	7426	5698	6058	5644	6587	7117
FBGN0035026	5052	4957	4668	4492	4902	5358
FBGN0050441	2	5	0	7	9	2
FBGN0050495	180	105	189	85	98	75
FBGN0266671	1966	2725	2539	2025	2192	2409
FBGN0262867	390	306	371	367	323	368
FBGN0024188	3589	3152	3831	2977	3652	3325
FBGN0034661	340	383	280	105	152	264
FBGN0262988	3	1	5	31	6	12
FBGN0283494	10880	11521	11239	8388	8449	10194
FBGN0003382	125	77	163	146	159	118
FBGN0033799	139	169	250	114	165	216
FBGN0022382	1932	2081	2027	1508	1551	1709
FBGN0033899	1599	1772	1979	1492	1625	1513
FBGN0034911	95	28	52	99	97	22
FBGN0041581	18	11	8	11	12	11
FBGN0261584	90	5	201	36	33	40
FBGN0050161	2	0	14	42	0	2
FBGN0033751	5336	6065	5412	4475	4923	5279
FBGN0021814	2242	2530	2993	2176	2701	2762
FBGN0034317	3	2	4	18	0	0
FBGN0013750	3891	3986	3557	2966	3792	3374
FBGN0033571	4760	4202	4527	3435	3856	4476
FBGN0262594	13	27	0	0	4	7
FBGN0034460	2	8	8	9	4	9
FBGN0050109	283	399	469	343	310	418
FBGN0035060	13430	14538	13769	9971	11655	12900
FBGN0085229	740	649	482	527	651	368
FBGN0260763	64	142	84	166	200	155
FBGN0034314	686	697	643	511	696	683
FBGN0034546	12	18	77	9	7	8
FBGN0033471	2248	2614	2802	2177	2756	2586
FBGN0033403	72	32	95	57	111	34
FBGN0015477	14697	16182	15509	13884	15648	14736
FBGN0250830	8216	9001	8181	5461	6385	5399
FBGN0050273	56	49	47	32	36	29
FBGN0033794	27	60	31	32	30	24
FBGN0262817	7	3	24	12	1	0
FBGN0035035	1140	1213	978	736	745	1094
FBGN0265631	3	5	8	4	0	0
FBGN0004101	7169	9120	8094	6943	6475	7357
FBGN0034354	2413	2544	2390	2208	2588	2714
FBGN0266047	81	48	52	52	107	67
FBGN0050067	4	5	13	2	11	23
FBGN0034205	33	15	18	74	21	15
FBGN0003731	44384	47690	45176	37032	40983	42229
FBGN0086408	194	252	250	146	119	158
FBGN0043533	0	0	24	10	3	0
FBGN0033901	11072	11145	10216	8489	10023	10367
FBGN0005631	12590	13935	13910	11671	11786	11837
FBGN0053558	13919	15246	15547	13848	13638	13314
FBGN0028836	4427	4921	4956	4259	4793	4788
FBGN0029092	7853	10525	9060	5725	6588	6341
FBGN0286782	185	250	212	255	254	244
FBGN0033413	1442	1414	1419	958	1141	1248
FBGN0040660	11313	13108	12528	9426	10301	10866
FBGN0262966	3	1	2	1	0	8
FBGN0010241	81	114	238	94	48	26
FBGN0033062	23178	25446	24183	20301	23293	21512
FBGN0027504	12319	12794	12719	10614	11337	11125
FBGN0033988	5603	6205	5151	3921	4173	4761
FBGN0033154	17	75	42	106	49	83
FBGN0033502	4	38	75	19	10	22
FBGN0033268	0	26	75	38	35	33
FBGN0033313	81898	89260	89544	52501	57946	57104
FBGN0261580	11	0	22	11	0	13
FBGN0034938	961	1268	1107	949	1363	1218
FBGN0034452	1256	1399	1555	1284	1293	1279
FBGN0034379	1344	1388	1229	1200	1423	1412
FBGN0286873	0	0	12	7	0	0
FBGN0286876	7	1	0	1	1	4
FBGN0034518	456	325	464	283	414	376
FBGN0283509	6840	6564	6742	5402	5917	5971
FBGN0265185	75	75	192	22	12	24
FBGN0010434	56636	62852	59967	50297	53263	55258
FBGN0086129	10183	10767	9578	10002	11923	11249
FBGN0050486	21	27	32	40	28	49
FBGN0034131	0	20	4	12	13	8
FBGN0034646	3857	4036	4434	3475	4056	4140
FBGN0259738	45	19	28	29	36	27
FBGN0034636	1408	2276	1443	2041	1963	2158
FBGN0033369	13	3	10	27	12	31
FBGN0050104	19	36	208	55	108	44
FBGN0034106	23	24	45	63	10	9
FBGN0265177	681	620	738	383	671	644
FBGN0053627	7	6	12	45	2	0
FBGN0010213	2959	3259	2932	3702	3972	4572
FBGN0033296	15	43	310	26	4	2
FBGN0034793	1509	1522	1319	1280	1308	1559
FBGN0033667	144	84	137	79	102	160
FBGN0263077	1454	1631	2212	1219	956	961
FBGN0033440	7	11	61	39	43	6
FBGN0085486	0	1	2	21	2	24
FBGN0004921	3591	5040	4431	3170	3254	3412
FBGN0015721	26	7	51	3	17	60
FBGN0033961	1576	1815	1615	1591	1705	1516
FBGN0033257	24	1	68	61	45	27
FBGN0034394	18	98	125	50	17	5
FBGN0265538	0	0	0	0	0	0
FBGN0033738	4810	5845	5250	4573	5169	5142
FBGN0261545	2791	3228	2870	1897	2418	2425
FBGN0034706	6422	5364	5895	5821	6054	7523
FBGN0028371	33358	36718	34124	32406	33402	35558
FBGN0011604	24045	23821	24227	21304	22689	23890
FBGN0062440	1641	1374	1427	994	998	784
FBGN0033644	28	40	74	39	6	0
FBGN0027054	4827	5281	4902	4170	4345	5043
FBGN0262819	4	30	4	4	5	2
FBGN0000326	1717	2003	1557	1316	1213	1421
FBGN0085223	2	27	7	19	0	27
FBGN0261786	4374	4848	4465	3936	4050	4001
FBGN0033081	5643	6420	5992	6453	6087	6909
FBGN0053198	618	858	737	648	780	733
FBGN0033279	0	18	16	9	6	2
FBGN0033177	2586	2755	2070	1917	1943	2280
FBGN0024232	61	22	109	116	90	136
FBGN0033210	3389	3765	3559	2942	3279	3406
FBGN0050187	645	545	571	275	359	510
FBGN0035024	5779	6229	6062	5413	5464	5385
FBGN0034329	0	0	0	16	2	12
FBGN0040777	7352	7425	7592	6896	8938	8498
FBGN0263084	0	0	8	9	10	0
FBGN0025352	10490	11959	11354	9389	11220	11416
FBGN0262476	18	42	56	89	57	22
FBGN0034403	2112	2240	2005	1638	2145	1979
FBGN0050158	14	11	33	8	15	14
FBGN0050383	312	234	334	183	264	260
FBGN0034487	13	15	20	32	29	22
FBGN0022986	6078	5915	6576	6781	7549	7514
FBGN0034515	12	0	3	15	38	4
FBGN0034973	8	8	7	0	2	0
FBGN0033135	0	0	0	21	22	6
FBGN0034021	2540	2559	2856	2943	3167	3399
FBGN0033766	10161	9469	10618	9913	10836	10551
FBGN0050120	61	127	112	34	70	36
FBGN0041579	12	0	46	7	7	14
FBGN0004580	17	14	43	36	37	1
FBGN0033055	3105	3036	2952	2654	3228	3274
FBGN0259678	43	71	141	47	78	37
FBGN0261853	0	0	0	0	5	0
FBGN0035003	0	0	2	12	18	4
FBGN0262570	10	6	154	35	35	27
FBGN0013467	21	36	24	12	10	0
FBGN0259985	1198	1441	1621	1427	1505	1619
FBGN0033443	499	609	542	307	326	396
FBGN0050356	22	66	35	57	12	18
FBGN0034096	8	3	13	7	10	2
FBGN0010549	1614	1332	1743	1161	1252	1099
FBGN0259211	52521	62359	56486	47211	48501	49644
FBGN0034577	5272	7661	6339	5707	6354	5851
FBGN0053964	1195	910	846	882	925	860
FBGN0033484	18	21	33	75	61	73
FBGN0033970	3	12	4	9	41	24
FBGN0050083	14	6	28	23	37	7
FBGN0261854	10932	12931	11862	9540	10696	10425
FBGN0085408	26973	27894	26030	25050	25969	27386
FBGN0033351	4452	4841	4976	3778	4324	4303
FBGN0033789	29	39	1550	4	5	0
FBGN0033785	5750	6467	6211	3796	4698	4397
FBGN0033905	240	184	201	284	229	326
FBGN0034844	47	14	37	53	28	40
FBGN0003091	110	179	167	115	145	93
FBGN0028561	32	52	43	40	45	50
FBGN0022027	1121	1258	1310	878	962	967
FBGN0027495	8365	9270	8899	7122	7318	7727
FBGN0002567	595	999	947	614	846	876
FBGN0050392	641	764	792	756	780	657
FBGN0034545	4	7	19	23	6	2
FBGN0033724	200	211	198	146	94	88
FBGN0085425	47	59	121	25	40	29
FBGN0033886	11354	13115	11849	9934	11491	12182
FBGN0028424	14	48	474	36	2	46
FBGN0033168	0	0	10	0	1	1
FBGN0034351	1728	1630	1852	1673	1796	1706
FBGN0261596	50247	53174	50491	49306	57295	55572
FBGN0034032	1108	1043	1273	1209	1154	1364
FBGN0034605	104	107	123	196	173	168
FBGN0046692	2025	2096	2059	1430	1897	1446
FBGN0250822	0	3	5	3	0	1
FBGN0020312	6254	7155	7110	4943	6062	6572
FBGN0005648	11066	8780	9955	8131	10684	9658
FBGN0050287	7	18	42	25	18	16
FBGN0010052	0	56	14	30	42	36
FBGN0063497	70	150	566	52	146	51
FBGN0034624	10	6	14	11	11	5
FBGN0259728	392	309	384	321	327	359
FBGN0033708	15	26	86	62	47	62
FBGN0033566	2816	2998	3140	2815	2872	2722
FBGN0003527	0	20	5	25	1	35
FBGN0263116	18	0	41	42	16	4
FBGN0035023	1367	1409	1429	1233	1219	1130
FBGN0041240	14	1	45	17	3	2
FBGN0263076	65	56	70	61	49	31
FBGN0033769	332	381	369	377	579	562
FBGN0035039	1063	814	886	868	1082	982
FBGN0033557	3493	2946	3216	3675	4517	4683
FBGN0033402	2533	2667	3252	2590	3468	2870
FBGN0033969	24	41	10	22	14	6
FBGN0033887	14	29	10	12	11	2
FBGN0034717	68	69	311	41	31	73
FBGN0034639	46	85	61	43	35	41
FBGN0042180	641	668	602	806	789	892
FBGN0029105	16	24	39	36	52	29
FBGN0034324	0	0	2	11	11	19
FBGN0053458	24	57	22	6	8	3
FBGN0034072	23131	26967	24831	16129	17455	17153
FBGN0033340	871	976	1078	570	700	651
FBGN0034650	2502	2482	2280	2168	2003	2059
FBGN0034664	1	60	361	10	3	16
FBGN0259682	149	318	1497	75	94	104
FBGN0005636	1553	1762	1875	960	1171	1317
FBGN0259709	44	62	16	46	99	49
FBGN0039969	1671	1521	1800	1508	2060	1697
FBGN0033507	1514	1089	1786	1342	1710	1669
FBGN0263848	2	12	9	31	8	0
FBGN0050343	67	43	62	62	99	86
FBGN0033479	644	589	535	606	643	665
FBGN0040732	54	322	1381	25	88	64
FBGN0015247	2865	2756	2668	2557	2441	2860
FBGN0034510	3	8	5	0	6	7
FBGN0010488	87661	94619	91335	66917	76646	75766
FBGN0033792	18	61	291	44	30	40
FBGN0014870	20599	22905	22864	16107	17973	18682
FBGN0034479	162	230	145	164	105	140
FBGN0050285	48	29	50	34	14	21
FBGN0033391	3286	3152	3434	2927	3331	3470
FBGN0026136	20	11	14	19	8	18
FBGN0050172	12	3	10	3	15	0
FBGN0034060	6208	6518	6144	5327	5838	6189
FBGN0085426	32	30	73	48	18	32
FBGN0034908	2356	2456	2166	2266	2415	2183
FBGN0035021	2371	1968	2797	1973	2179	1948
FBGN0058191	5002	5631	5099	4102	5462	4981
FBGN0033222	17	31	36	20	20	11
FBGN0050418	2086	2422	2214	1932	2077	2303
FBGN0050461	34	29	0	6	28	5
FBGN0050476	400	448	363	286	422	271
FBGN0259210	65	73	72	103	88	43
FBGN0034364	11	5	149	31	17	16
FBGN0040736	2	7	16	15	0	16
FBGN0034602	9	5	116	5	38	8
FBGN0033032	5551	5823	5573	5360	6692	5512
FBGN0033875	1450	2295	1787	1107	1638	1543
FBGN0034439	28	53	20	53	30	28
FBGN0004795	18	15	52	75	34	74
FBGN0004362	55697	59071	56030	68505	72776	73357
FBGN0033204	20	46	41	39	28	15
