Geneid	RpS3_Xrp1_C_RNA	RpS3_Xrp1_B_RNA	RpS3_Xrp1_A_RNA	Xrp1_C_RNA	Xrp1_B_RNA	Xrp1_A_RNA
FBGN0034157	39	73	47	64	33	7
FBGN0015300	39	19	15	27	0	14
FBGN0085252	28	7	27	28	12	13
FBGN0033633	68	76	90	94	98	77
FBGN0259967	27	0	25	21	0	5
FBGN0021995	10073	10026	8954	7390	8324	9115
FBGN0034362	668	760	598	413	525	389
FBGN0022343	18516	16941	13955	10331	12641	12322
FBGN0035092	171	114	166	140	93	267
FBGN0033387	119	89	74	55	43	30
FBGN0034122	8	0	11	12	4	1
FBGN0261267	170	171	140	251	323	336
FBGN0033913	8878	8491	6998	10602	10992	12377
FBGN0034436	9386	9275	7847	7538	9289	8468
FBGN0260398	5056	4792	3399	3787	3772	4389
FBGN0033481	49	11	26	34	10	26
FBGN0034428	32	17	2	6	13	8
FBGN0034570	14076	11841	9278	14474	15536	15726
FBGN0285952	36901	44415	32490	25899	32176	28677
FBGN0020269	148	62	70	133	77	78
FBGN0266346	136	83	197	129	110	126
FBGN0083983	466	604	450	214	423	240
FBGN0263233	10	13	23	3	17	3
FBGN0050417	2	28	23	24	12	4
FBGN0033322	0	9	24	5	34	5
FBGN0085242	410	355	390	284	270	286
FBGN0264911	411	312	286	60	47	41
FBGN0033880	30	31	21	29	18	20
FBGN0034408	9747	8877	7281	14286	15774	17047
FBGN0050462	78	67	69	83	46	66
FBGN0033900	1616	1624	1156	1336	1446	1602
FBGN0034541	8	8	10	10	1	6
FBGN0024293	54	65	68	30	18	24
FBGN0033480	1227	1535	969	604	775	840
FBGN0010409	93930	91416	70554	78886	90538	96883
FBGN0034628	836	1178	643	1406	1570	1607
FBGN0050412	25	1	52	9	6	2
FBGN0010109	1773	1596	1100	2484	2147	2730
FBGN0034473	38	26	16	51	9	3
FBGN0050363	14	0	20	12	8	4
FBGN0034726	929	1035	740	567	640	587
FBGN0033158	84	94	90	134	32	61
FBGN0024556	9573	10222	7573	6420	7916	8185
FBGN0034472	33	13	29	9	6	0
FBGN0025336	2710	2596	2156	2252	2134	2518
FBGN0033463	7276	6825	6158	6368	6927	6950
FBGN0034945	1196	987	687	615	874	664
FBGN0267428	26	36	47	48	12	27
FBGN0050361	145	91	92	56	35	32
FBGN0284254	4801	4758	3847	4311	4333	5186
FBGN0025693	1138	1080	879	524	544	489
FBGN0029153	86	19	44	88	40	0
FBGN0050271	64	54	30	54	13	12
FBGN0034802	75381	74384	62336	91381	91781	107835
FBGN0085222	204	175	150	12	28	36
FBGN0033027	18	8	27	24	4	4
FBGN0033497	105	107	51	24	106	27
FBGN0034294	157	5	34	139	103	36
FBGN0044011	20	16	24	41	16	26
FBGN0034507	19	24	22	39	10	0
FBGN0034520	263	350	166	90	125	157
FBGN0262560	3215	3822	2858	2755	3452	3316
FBGN0034145	1343	1254	947	653	825	662
FBGN0034856	375	534	336	181	186	168
FBGN0020621	12584	13254	9537	14171	16044	15586
FBGN0019949	1669	1873	1502	1478	1846	2092
FBGN0035063	3842	3859	2627	2923	3402	3140
FBGN0261581	9	1	10	5	0	5
FBGN0260436	1	12	15	14	26	0
FBGN0033476	6298	6233	4892	4856	5784	5097
FBGN0034614	4034	4885	3052	3568	4291	3814
FBGN0017556	3	26	29	19	3	4
FBGN0265991	23609	23829	17614	26489	27906	26254
FBGN0027066	24375	28361	20209	19450	21601	21619
FBGN0050384	515	666	404	797	1098	756
FBGN0033209	2056	2107	1751	1131	1107	1216
FBGN0033380	1499	1454	1148	1329	1597	1458
FBGN0002774	6778	7726	5964	7138	8391	7931
FBGN0033590	17	0	21	2	2	3
FBGN0034909	1129	962	817	984	1128	1328
FBGN0034517	252	349	207	150	172	167
FBGN0264959	23425	23759	18785	24783	27248	26707
FBGN0263774	161	53	81	60	28	51
FBGN0034877	10502	10312	9063	7167	7732	8710
FBGN0050090	32	57	34	14	16	0
FBGN0013983	941	919	661	759	1008	990
FBGN0050481	3021	3399	2408	2351	2685	3080
FBGN0050480	102	73	56	35	30	18
FBGN0086532	2770	3241	2496	2347	2798	2601
FBGN0034741	50	51	46	10	13	3
FBGN0026573	9796	8765	6366	9131	9577	9591
FBGN0050080	25	2	2	15	19	3
FBGN0034159	21	53	31	4	10	6
FBGN0034644	5012	5020	3974	6179	6590	7759
FBGN0034126	175	145	51	120	148	124
FBGN0034733	167	70	89	91	94	92
FBGN0034121	69	54	79	42	23	39
FBGN0034045	130	125	89	204	162	294
FBGN0085489	29	37	22	10	15	6
FBGN0262954	1141	1370	1160	671	864	673
FBGN0025833	54	104	38	58	36	6
FBGN0262563	7	3	0	4	6	3
FBGN0034978	27	14	24	34	7	25
FBGN0034858	8594	8679	6770	6434	6835	6597
FBGN0027499	14541	12694	10335	12359	14152	14664
FBGN0001325	104	106	59	84	24	24
FBGN0001123	9618	10507	7885	8688	10537	9326
FBGN0259145	103	123	84	232	202	241
FBGN0010220	3363	3532	2459	2402	2636	2312
FBGN0050145	39	3	16	8	1	9
FBGN0259711	1127	1152	871	270	404	350
FBGN0034791	2892	3067	2381	1932	2221	2068
FBGN0034046	985	790	670	865	928	1181
FBGN0034282	23348	23127	18256	18145	18312	17294
FBGN0265627	40	176	56	39	14	24
FBGN0025878	106	121	83	59	54	37
FBGN0033461	54	10	19	22	6	2
FBGN0034527	2679	2513	1993	1960	1914	2098
FBGN0033412	55	24	30	20	6	1
FBGN0034440	116	138	83	49	27	43
FBGN0053775	7	24	30	18	3	10
FBGN0066293	52	172	47	165	135	124
FBGN0011556	4	22	23	28	10	2
FBGN0033890	2705	2706	2088	2773	3000	3453
FBGN0050334	11	1	16	7	19	5
FBGN0264817	0	0	0	0	0	0
FBGN0053454	29	10	7	12	12	10
FBGN0035034	27	0	0	76	27	18
FBGN0015039	88	90	56	49	29	12
FBGN0040775	0	2	2	4	3	0
FBGN0033087	1873	1840	1792	1793	2197	2171
FBGN0001308	15690	16613	12839	16182	18608	19399
FBGN0033616	1289	1146	1024	1196	1368	1518
FBGN0034551	86	96	48	22	17	8
FBGN0034887	26	41	62	18	31	10
FBGN0002789	1268	1391	1100	368	267	241
FBGN0050499	3314	3291	2954	2339	2664	2960
FBGN0050423	2351	2689	2036	1074	1287	1160
FBGN0033321	23	23	26	54	48	48
FBGN0263656	31	12	22	74	20	21
FBGN0034396	231	208	143	208	166	263
FBGN0034796	1591	1759	1506	1796	1880	2247
FBGN0034553	18	34	18	53	35	6
FBGN0034118	7865	9410	6523	5628	6017	5829
FBGN0033297	64	57	48	19	6	17
FBGN0259179	82	95	53	68	14	27
FBGN0050378	36	16	13	0	0	6
FBGN0061360	2209	2059	1697	1781	1909	1713
FBGN0034289	204	76	104	66	17	51
FBGN0034834	51	37	34	18	16	14
FBGN0052833	16	15	9	11	4	3
FBGN0033656	1842	2178	1669	1544	1881	1920
FBGN0010358	2277	2371	1903	335	185	619
FBGN0004784	21	45	39	28	27	26
FBGN0028983	1725	2038	1418	1426	1606	1818
FBGN0003733	92	90	82	158	114	49
FBGN0024956	4515	4811	3369	3160	3797	4330
FBGN0002891	6935	6659	5737	3619	4334	4497
FBGN0040773	1658	1842	1634	1058	1036	908
FBGN0028473	35821	35417	27627	37823	40735	46160
FBGN0262123	229	230	229	134	174	98
FBGN0085471	44	16	7	33	6	15
FBGN0262102	11	2	11	11	7	0
FBGN0034300	11063	10737	7702	10814	11571	10351
FBGN0033994	682	715	581	589	680	596
FBGN0033145	8	14	7	6	7	10
FBGN0263046	165	148	140	117	153	124
FBGN0033365	907	883	626	688	983	850
FBGN0033954	43	31	20	5	1	6
FBGN0034029	2892	2671	2004	1913	2278	2173
FBGN0029507	73	45	116	29	46	13
FBGN0012051	4129	3634	3226	2940	3615	3251
FBGN0033076	42	35	16	3	3	7
FBGN0033639	2372	2569	1649	1998	2100	1985
FBGN0263031	86	43	89	203	197	268
FBGN0050069	89483	94027	68811	139348	147191	126977
FBGN0266111	4979	5255	3909	4913	5005	5556
FBGN0034438	9072	10037	7643	4528	5423	4781
FBGN0034931	2081	2106	1610	1735	1853	2133
FBGN0033378	3194	3856	2826	3236	4114	4224
FBGN0015524	51	84	47	15	22	45
FBGN0050062	107	89	71	94	100	106
FBGN0259832	332	423	237	110	201	137
FBGN0024189	2522	2765	2167	3468	3528	3326
FBGN0033549	481	591	536	454	716	760
FBGN0259725	439	563	312	594	568	581
FBGN0265182	295	142	149	200	139	160
FBGN0033845	8815	8841	6763	9906	9962	10326
FBGN0050362	8	4	31	65	12	32
FBGN0033486	5772	5820	4822	5330	5803	6218
FBGN0033519	10	1	17	5	5	36
FBGN0026388	86	22	53	121	112	42
FBGN0034075	591	579	396	172	137	158
FBGN0085434	5746	5866	4552	4248	4778	4862
FBGN0029843	492	380	384	335	331	434
FBGN0029913	531	479	451	264	375	400
FBGN0030340	149	105	62	53	26	79
FBGN0029993	51	6	10	10	6	19
FBGN0261615	8	0	18	0	8	12
FBGN0002562	8089	8549	6630	5468	5608	3016
FBGN0030973	2775	3270	2331	2715	3450	3576
FBGN0030555	1609	1737	1246	1615	1846	2252
FBGN0052694	342	387	319	554	444	328
FBGN0029897	100619	103118	84025	83275	90787	102695
FBGN0030434	2218	2538	1821	2293	2886	2967
FBGN0030545	3274	4149	2625	1802	2121	2392
FBGN0040467	755	712	450	311	479	619
FBGN0052774	605	479	282	169	90	131
FBGN0030645	408	467	355	209	342	291
FBGN0029791	7115	6205	5436	7118	6838	7998
FBGN0031053	10229	10209	7944	8775	9209	10391
FBGN0039966	842	951	603	817	849	803
FBGN0002579	49387	50586	43144	42895	50349	53052
FBGN0265725	28	54	21	4	16	19
FBGN0030966	1698	1918	1710	1617	1547	1949
FBGN0029647	33	0	21	4	0	0
FBGN0030207	24	12	36	19	32	31
FBGN0030251	2367	2468	1925	2405	2983	3027
FBGN0283434	2444	2450	2111	2263	1914	2351
FBGN0052736	445	405	436	470	555	572
FBGN0016976	76	133	127	44	39	80
FBGN0030242	3482	3325	2903	3641	3514	3752
FBGN0011566	1096	1354	860	1003	907	1161
FBGN0015527	12911	12975	10499	9922	10678	11592
FBGN0029706	5059	4964	4224	4634	5099	5106
FBGN0023537	6977	7099	5831	6579	7822	8064
FBGN0025643	801	871	555	476	295	551
FBGN0030438	141	160	110	152	110	70
FBGN0023530	547	465	419	366	392	460
FBGN0030775	14	39	37	22	8	16
FBGN0052590	458	632	439	406	487	498
FBGN0263257	208	147	173	123	122	59
FBGN0043796	2327	2113	1788	2068	2193	2214
FBGN0029925	1356	1540	1169	788	856	798
FBGN0004432	67525	70001	57329	42775	47628	50258
FBGN0017566	9803	9783	7378	8867	9261	10017
FBGN0040066	6591	6815	5606	5528	5995	6630
FBGN0030937	7	27	8	26	12	0
FBGN0030385	96	33	74	5	9	28
FBGN0030793	1879	1990	1536	1741	1865	1886
FBGN0025641	6852	6871	5487	6427	7541	7169
FBGN0052548	68	25	22	37	53	21
FBGN0041626	92	47	58	52	50	24
FBGN0040395	2534	2732	2176	3397	3517	3415
FBGN0000173	5884	6332	4762	5516	6370	7326
FBGN0030721	71	91	47	35	14	26
FBGN0011741	3993	4660	3266	2908	3099	3514
FBGN0008635	18559	18970	15707	16055	17978	19084
FBGN0029723	156	75	85	36	102	73
FBGN0040384	2037	1997	1696	1859	2452	1982
FBGN0030505	9143	8419	6894	11663	12226	12507
FBGN0010412	63378	65143	55896	48395	52028	60044
FBGN0030109	5976	6458	4631	6191	6652	6427
FBGN0030763	3717	3919	2830	5675	5843	6156
FBGN0030747	138	98	133	105	45	61
FBGN0027093	8232	8261	6446	6060	5930	6005
FBGN0005390	139	80	81	134	78	43
FBGN0052708	1768	1455	1186	995	1017	1026
FBGN0025743	5818	6327	4935	6317	6975	7433
FBGN0029810	61	37	44	34	72	12
FBGN0027793	68	30	35	29	26	18
FBGN0040361	17	5	22	2	6	20
FBGN0283476	330	241	187	195	146	83
FBGN0031142	117	171	147	123	217	135
FBGN0030529	10965	11694	8950	9157	10130	9971
FBGN0004143	9	35	11	34	4	10
FBGN0026268	29	12	11	0	22	18
FBGN0031148	7783	8010	6364	5089	5857	6547
FBGN0030098	94	38	78	26	8	12
FBGN0040371	11	24	20	13	18	15
FBGN0030872	1056	981	676	1262	1129	1375
FBGN0030208	22907	24143	19472	20077	23077	23626
FBGN0083956	1233	1171	1113	1856	1588	2240
FBGN0064117	3201	3280	2998	2111	2650	2535
FBGN0085430	27126	28070	22728	34348	35151	37635
FBGN0030940	972	868	648	276	251	286
FBGN0265464	2276	2051	1911	3200	3114	3339
FBGN0260970	18186	16821	14467	19048	20594	21374
FBGN0029714	1668	1423	1244	1464	1371	1442
FBGN0029831	1258	1051	890	1038	1051	1018
FBGN0030653	2474	2532	2239	1568	1904	1943
FBGN0066304	4069	3800	3267	2627	3125	3153
FBGN0026879	5210	6767	4852	4195	5234	4898
FBGN0052806	61	34	50	90	110	133
FBGN0030683	802	947	623	548	638	600
FBGN0028686	14444	14103	12018	11929	13757	14360
FBGN0288741	0	9	2	2	0	2
FBGN0003132	14	1	7	1	2	2
FBGN0030743	1276	1515	894	627	823	767
FBGN0053080	136	74	95	81	64	108
FBGN0052693	35	12	9	36	2	71
FBGN0260867	3	10	6	0	0	10
FBGN0031001	675	923	606	1804	1280	1956
FBGN0030361	351	405	410	466	508	362
FBGN0029003	13627	14569	11733	13665	14951	17155
FBGN0030798	1110	1157	936	1223	1169	1234
FBGN0263987	10157	11338	8172	11746	13523	14162
FBGN0025627	235	280	197	327	353	442
FBGN0031164	19	14	34	31	13	11
FBGN0261284	4473	4428	4004	2193	2743	2869
FBGN0029730	44	10	14	13	6	19
FBGN0030889	87	78	68	42	28	20
FBGN0030858	4488	4262	3751	3745	3568	4625
FBGN0288739	0	0	5	2	0	0
FBGN0003996	56	68	71	46	70	112
FBGN0287645	16	10	4	16	23	4
FBGN0025839	1403	1576	1244	796	841	911
FBGN0011742	5050	5641	4161	4207	5211	4938
FBGN0052668	55	76	51	31	16	13
FBGN0040648	7	4	9	5	0	7
FBGN0030808	5776	5949	4920	7063	7326	7355
FBGN0267042	1	17	18	2	2	7
FBGN0001189	6590	5732	4677	6234	6864	6956
FBGN0263705	18069	17169	14241	22007	24396	25015
FBGN0030262	17	63	30	31	31	22
FBGN0002933	23	21	20	31	6	16
FBGN0029941	24579	24022	19133	21162	22941	23544
FBGN0029961	34	61	82	14	15	10
FBGN0283680	3156	2803	2565	2650	3411	3505
FBGN0023522	3543	3798	2955	2569	3025	2944
FBGN0027601	6870	7843	6036	8441	9118	11302
FBGN0262611	0	0	6	3	3	1
FBGN0030692	9579	9006	7616	7071	7396	7706
FBGN0085478	6935	7301	5625	9018	9402	9371
FBGN0030877	1645	1972	1555	2062	2115	2394
FBGN0029807	102	42	85	43	17	22
FBGN0004856	8022	8709	6906	7424	7939	8922
FBGN0030313	58	31	30	21	4	4
FBGN0031061	2939	3061	2364	2393	2345	2242
FBGN0052698	238	102	190	98	104	124
FBGN0085446	47027	44838	36252	61011	63988	58998
FBGN0047095	80	64	70	93	107	67
FBGN0052602	1729	781	699	580	132	298
FBGN0030824	23	10	30	22	6	0
FBGN0052726	13	2	9	3	0	0
FBGN0265265	12	16	8	6	0	1
FBGN0030537	143	174	127	114	24	7
FBGN0029882	4911	5482	3945	3364	4143	4050
FBGN0030224	43	28	24	14	7	3
FBGN0264090	7603	8164	6623	11301	11022	13008
FBGN0085359	0	0	1	0	4	2
FBGN0267350	8807	8470	6737	6692	7427	8512
FBGN0025640	797	1195	696	525	609	821
FBGN0052643	9	0	18	2	2	2
FBGN0031106	669	1009	823	929	1071	1062
FBGN0028982	27998	27799	23754	27826	28972	29907
FBGN0040362	7	16	24	16	29	2
FBGN0040899	920	1335	712	542	963	806
FBGN0030884	1055	793	830	1109	1090	1058
FBGN0029756	1396	1217	917	1018	1141	1503
FBGN0052598	23	32	50	11	17	21
FBGN0052676	9829	9629	7410	10645	11834	12513
FBGN0030078	6	10	15	13	16	32
FBGN0031126	2398	2292	1818	2857	3010	3801
FBGN0040337	1674	1475	1109	1193	1111	1166
FBGN0026174	43	8	10	32	4	10
FBGN0030338	36	25	24	7	6	24
FBGN0261444	14133	13363	10181	17459	17890	18446
FBGN0266000	17548	17564	13290	15543	16290	16867
FBGN0052713	60	5	14	22	1	1
FBGN0030244	28	23	29	21	3	13
FBGN0030963	840	687	590	548	694	740
FBGN0053548	71	81	71	44	23	29
FBGN0052655	28	30	20	12	24	29
FBGN0259228	5201	5576	4444	6796	6987	7255
FBGN0288700	163	156	102	102	50	55
FBGN0000810	3736	3464	2903	3426	3108	3254
FBGN0030616	61596	61197	47953	42049	46066	53799
FBGN0020381	2974	3049	2220	2894	2608	3151
FBGN0003950	439	275	286	183	315	220
FBGN0028581	751	782	559	798	882	744
FBGN0030964	383	391	217	287	295	279
FBGN0004456	11509	12076	9575	15242	17260	17955
FBGN0286222	15524	15179	12485	11641	13242	15040
FBGN0030829	9	4	8	20	4	2
FBGN0029727	44	89	21	21	0	8
FBGN0288737	26	0	35	6	0	0
FBGN0040235	3162	3118	2310	2028	2559	2567
FBGN0028331	11600	10299	8459	9855	10624	10288
FBGN0030037	1922	1781	1628	1620	1590	2225
FBGN0011710	11844	12443	9351	10114	11030	12409
FBGN0028685	10666	11490	8628	8838	10289	10399
FBGN0053180	7619	7484	5698	6273	7199	6752
FBGN0040234	2235	2666	1724	2495	2772	3412
FBGN0029522	929	790	793	754	1037	1017
FBGN0031070	4284	4095	3340	4179	4394	4872
FBGN0052817	698	755	471	481	788	710
FBGN0030752	2571	2645	1877	2154	2274	2345
FBGN0260771	3260	3623	2646	2803	3420	3912
FBGN0030850	2609	2129	1818	2243	2364	2332
FBGN0030729	44	71	48	48	7	12
FBGN0030951	31	15	1	5	8	6
FBGN0030512	2991	2579	2424	2727	2695	3527
FBGN0001404	1339	1562	1311	1494	1825	1730
FBGN0031037	5154	5779	4246	3560	4637	4400
FBGN0023515	4661	5008	3826	5843	6178	6436
FBGN0026192	4747	4691	3726	3324	3675	3567
FBGN0030943	4637	4918	3369	3161	3062	3440
FBGN0259143	2891	2933	2375	2967	3227	2821
FBGN0259834	521	718	656	619	910	768
FBGN0003411	6	6	6	3	10	0
FBGN0029693	3690	2947	2558	3117	3347	3317
FBGN0030631	7808	7262	6301	7586	7794	8385
FBGN0030320	10490	11317	8714	8701	10286	9842
FBGN0052639	105	155	54	379	304	249
FBGN0259189	45	32	62	50	40	2
FBGN0261710	103419	100370	81775	119332	125747	132989
FBGN0025645	28	26	10	37	2	0
FBGN0263220	156	81	84	90	120	68
FBGN0040367	64	59	62	21	65	79
FBGN0010294	39	44	10	25	3	20
FBGN0029525	6749	7462	5268	5041	5578	5805
FBGN0026375	16749	16126	12852	18228	20271	19914
FBGN0031118	17590	16105	13509	20777	21284	23382
FBGN0061196	107	42	42	15	22	21
FBGN0052544	3	38	18	0	10	4
FBGN0041252	24	40	27	7	2	0
FBGN0288736	6	0	12	4	4	0
FBGN0031010	43	40	27	26	27	12
FBGN0023177	5414	6307	4736	4504	5288	5448
FBGN0053242	0	0	0	0	0	0
FBGN0030403	2626	2846	2532	2487	3063	3162
FBGN0030740	3441	3936	2713	2633	2674	3068
FBGN0030237	29	39	25	32	12	96
FBGN0040339	2072	2289	1511	1394	1635	1700
FBGN0030716	4016	4122	3160	2443	2503	2678
FBGN0039965	1901	2275	1632	1655	1789	1743
FBGN0001145	1934	1701	1257	633	635	970
FBGN0260971	160	70	68	101	58	48
FBGN0026086	4356	4723	3844	5216	5681	4850
FBGN0023509	10702	9948	8699	11115	12003	13303
FBGN0030662	2531	2641	2089	3798	3782	4043
FBGN0027107	17	20	32	26	0	5
FBGN0052816	108	96	96	103	134	167
FBGN0029529	553	644	457	522	666	616
FBGN0029868	4744	4724	3535	2714	3514	3855
FBGN0031055	159	189	160	52	57	34
FBGN0027259	3251	2899	2568	1787	2071	2069
FBGN0262536	24	1	2	0	1	12
FBGN0030543	40	12	33	41	19	18
FBGN0029713	1486	1469	1324	1666	1846	1948
FBGN0029705	41	62	33	22	33	9
FBGN0000092	53	34	16	41	60	53
FBGN0053223	28	1	20	17	2	1
FBGN0030642	55	23	21	19	46	34
FBGN0259722	489	617	469	295	415	200
FBGN0004646	26476	24883	20804	21935	24764	25947
FBGN0260938	20940	20163	16607	23577	24754	25306
FBGN0029580	122	40	24	26	32	12
FBGN0052601	10	21	43	2	12	17
FBGN0029751	80	41	15	118	62	39
FBGN0030474	1793	2066	1621	2092	1946	1964
FBGN0003965	80	25	29	4	22	11
FBGN0031041	1166	1515	1172	829	983	1065
FBGN0083228	56	33	34	12	34	4
FBGN0030830	35	0	14	40	6	12
FBGN0085367	6	15	13	7	3	3
FBGN0284435	4464	4639	3511	3344	4486	3762
FBGN0029643	21	11	19	18	5	9
FBGN0031082	6	17	20	2	6	0
FBGN0030323	632	781	561	692	894	809
FBGN0031030	24989	23422	19778	29184	30637	32594
FBGN0030410	554	656	498	351	599	431
FBGN0004959	264	433	236	323	114	134
FBGN0021764	26960	27447	21309	34051	36922	36374
FBGN0031049	5231	5558	4679	2836	3632	3459
FBGN0263994	178	185	175	181	97	46
FBGN0030595	23	54	37	2	10	6
FBGN0000316	4417	4666	3778	2419	3233	3229
FBGN0021742	58	40	28	32	27	13
FBGN0010303	8875	8667	7058	9298	9512	9995
FBGN0030321	19525	20520	16266	13039	15731	14528
FBGN0040892	3	24	2	6	2	1
FBGN0025631	633	415	466	499	606	617
FBGN0029940	51	8	35	13	4	1
FBGN0284233	11	0	4	17	0	6
FBGN0085479	210	117	136	282	298	257
FBGN0260868	0	0	1	0	2	12
FBGN0030998	55	51	19	24	29	33
FBGN0052649	1661	1886	1264	1133	1333	1574
FBGN0031181	39	72	30	26	40	16
FBGN0030108	37	18	43	10	15	21
FBGN0028360	2666	2426	2132	2266	2550	2565
FBGN0030437	18	8	49	42	18	12
FBGN0029866	1123	1015	837	738	674	983
FBGN0030905	15	18	10	7	15	18
FBGN0031168	14	34	63	75	86	105
FBGN0065032	88	124	194	27	26	7
FBGN0030222	77	71	21	42	40	31
FBGN0040363	59	35	14	31	14	5
FBGN0030661	43	44	43	11	24	35
FBGN0029666	3750	4003	3151	3688	4170	4308
FBGN0267050	2	0	0	0	2	4
FBGN0030384	16	12	2	15	20	9
FBGN0031129	12	24	10	29	11	2
FBGN0030343	2108	2297	1769	1962	2192	2632
FBGN0028583	3	51	5	22	0	24
FBGN0030409	22	0	8	23	4	10
FBGN0030521	6903	7805	6408	5033	5615	5574
FBGN0003116	302	370	224	71	125	184
FBGN0288735	6	0	0	4	0	0
FBGN0283657	33390	32020	25708	40419	43610	41869
FBGN0053236	0	0	0	0	1	0
FBGN0025633	13319	13230	9975	15663	17815	18081
FBGN0261085	68	44	37	68	12	11
FBGN0262874	3	0	21	6	5	6
FBGN0030374	6	0	8	0	0	0
FBGN0085352	20	28	7	0	1	0
FBGN0003514	11836	12775	9736	7023	8335	8134
FBGN0030647	41	31	66	14	28	8
FBGN0030675	485	481	412	305	457	367
FBGN0052651	67	44	64	4	8	14
FBGN0030334	366	570	457	94	43	31
FBGN0264738	55	2	15	14	22	5
FBGN0261573	11831	12053	8706	15058	15756	17437
FBGN0260238	44	11	28	11	14	10
FBGN0000644	131	65	68	117	110	37
FBGN0031101	13	21	6	64	15	4
FBGN0030981	1	7	9	5	6	17
FBGN0040370	41	49	28	53	23	10
FBGN0040342	15	18	36	4	27	16
FBGN0030156	39	78	26	9	16	42
FBGN0030975	50	66	33	25	11	0
FBGN0287595	20	0	0	1	9	0
FBGN0027296	478	466	351	558	444	641
FBGN0030039	630	726	449	499	577	616
FBGN0029765	31	9	12	3	0	13
FBGN0262487	21	32	23	26	11	17
FBGN0024996	2762	2780	2106	2001	2003	2149
FBGN0015245	23293	25561	20807	22807	26802	29833
FBGN0086674	4328	4713	3638	4955	5781	5031
FBGN0288744	2	0	3	2	2	0
FBGN0030745	453	455	396	255	255	431
FBGN0053639	15	116	39	13	11	1
FBGN0003028	21358	19336	14773	28703	28884	31432
FBGN0030177	6133	6906	5460	4546	5223	5045
FBGN0031103	1	3	17	1	2	0
FBGN0029834	104	286	129	130	93	128
FBGN0030899	10	14	14	8	6	0
FBGN0052533	3443	3093	2510	2330	2627	3167
FBGN0030483	2	0	14	12	7	9
FBGN0014024	5895	6351	4997	6735	8162	8078
FBGN0029785	70093	69657	57416	57407	67310	66159
FBGN0025630	1985	1835	1487	1658	2013	2208
FBGN0259171	2424	2067	1885	2585	2588	2665
FBGN0264270	24739	23353	18383	22116	23620	24479
FBGN0265597	202	122	176	84	101	37
FBGN0030055	1642	1605	1385	1503	1647	1563
FBGN0030067	5750	5635	4981	4562	5229	5136
FBGN0030664	4	11	2	0	16	3
FBGN0029658	33	8	5	29	5	11
FBGN0004654	4590	4670	3361	4886	5178	5830
FBGN0031115	3767	4226	3421	2430	2768	2374
FBGN0040918	2808	2879	2329	2529	2802	2884
FBGN0267047	24	15	30	3	2	2
FBGN0029997	1647	1430	1397	1932	1922	2565
FBGN0030370	32	3	24	17	23	1
FBGN0030881	30	20	51	2	13	1
FBGN0030828	42	18	43	7	33	10
FBGN0085353	58	93	15	87	9	55
FBGN0029690	199	196	141	26	16	115
FBGN0029816	8	12	1	0	0	11
FBGN0023512	4817	5174	4129	3351	3947	4260
FBGN0030562	45	18	8	3	7	14
FBGN0027358	581	751	589	577	567	538
FBGN0026874	33	8	18	60	41	53
FBGN0029820	2846	2684	2274	1958	2105	1926
FBGN0030274	3586	3298	2552	3528	3753	4403
FBGN0023541	104	70	82	51	55	93
FBGN0029977	86	69	42	11	28	12
FBGN0001105	11164	10524	8913	8729	10049	10303
FBGN0031183	1782	1501	1312	1136	1339	1386
FBGN0030091	4486	5204	4106	5661	6099	6549
FBGN0014411	6991	7132	5385	5367	6247	6421
FBGN0000709	5349	5842	4054	5079	5475	6287
FBGN0040340	15067	15927	12239	9634	10534	11080
FBGN0262608	0	0	13	0	0	13
FBGN0260450	4957	5540	4219	4672	4799	5581
FBGN0052579	2051	1807	1518	868	1064	1025
FBGN0030733	3394	4100	3217	2298	2438	2094
FBGN0262740	3406	3115	2398	4600	4941	4706
FBGN0053497	2726	3223	2587	2676	2455	3447
FBGN0004924	22046	22854	17674	21944	24970	24127
FBGN0030100	802	674	644	707	611	577
FBGN0004643	4237	5145	3429	4314	5212	5029
FBGN0267001	35083	34656	27605	46878	51198	52741
FBGN0261803	570	484	329	170	424	352
FBGN0031012	165	126	152	11	30	12
FBGN0259166	2025	2057	1716	2600	2350	2835
FBGN0001079	2491	2721	2253	2686	2356	3010
FBGN0029686	5598	5624	4231	4091	3918	3674
FBGN0030573	94	137	91	120	190	105
FBGN0003053	1488	1499	1143	703	1109	1339
FBGN0266572	7909	7968	6343	8009	9190	10075
FBGN0014340	5274	5598	4180	4241	4955	4784
FBGN0001341	9927	10095	7800	9415	10690	10252
FBGN0263072	354	299	143	170	108	119
FBGN0030578	16	6	18	15	0	20
FBGN0004860	23934	21813	17685	33439	32756	37532
FBGN0010329	36	104	47	39	47	42
FBGN0030052	1204	1040	833	1631	1912	2064
FBGN0030788	2750	2409	2184	1977	1802	2290
FBGN0053245	0	0	1	2	1	0
FBGN0030003	3312	2955	2525	2289	2624	2724
FBGN0003964	4338	5004	3836	4882	4551	5446
FBGN0030928	9	17	48	1	10	0
FBGN0267045	36	3	9	4	5	3
FBGN0024361	36	20	51	24	21	9
FBGN0025629	2392	2388	1965	1701	1791	1973
FBGN0031108	18	10	5	9	7	8
FBGN0011770	1787	2150	1809	1917	1948	2045
FBGN0029771	347	520	423	422	282	653
FBGN0030412	3884	4407	3240	4786	5178	4834
FBGN0052554	316	322	338	214	277	230
FBGN0262609	0	0	5	0	0	0
